source_ticker,cumulative_contribution,active_days,profitable
A,0.007391328436975772,755,True
AAL,0.0024162778639494026,775,True
AAP,-0.006822358282575822,712,False
AAPL,-0.002403619356205046,640,False
ABBV,0.009437369656170654,596,True
ABNB,0.002353969597652652,169,True
ABT,0.011791418040267595,704,True
ACGL,0.003556725683834212,116,True
ACN,-0.0017853045029709784,741,False
ADBE,0.0068893074660809645,742,True
ADI,0.005826566915105604,471,True
ADM,-0.0038432763542844642,794,False
ADP,0.006116660334607511,590,True
ADSK,0.004553413022096843,724,True
AEE,0.005437458161981013,513,True
AEP,0.005048591569437447,657,True
AES,0.0040317071135577715,773,True
AET,0.008405258181580942,167,True
AFL,0.006325208511093136,522,True
AIG,0.006866718724988397,741,True
AIV,0.004188615238118882,386,True
AIZ,0.015332849596558762,600,True
AJG,0.001955240220796902,364,True
AKAM,0.013135466346070202,878,True
ALB,0.0022033451147013233,729,True
ALGN,-0.009380472675434768,674,False
ALK,-0.002910523112610647,591,False
ALL,0.008559110513422268,510,True
ALLE,0.008225416513944372,781,True
AMAT,0.005406437334945072,636,True
AMCR,0.0023247135428933973,459,True
AMD,0.011335679634355477,471,True
AME,0.005944759907084591,526,True
AMG,-0.0011840905939087404,556,False
AMGN,0.012240285855377994,687,True
AMP,0.006044500007888053,675,True
AMT,0.005195116819205542,726,True
AMTM,-0.001842116249666521,29,False
AMZN,0.005787666989880515,594,True
AN,0.004443946013872389,249,True
ANDV,0.009161908027056543,244,True
ANET,0.006389397032126286,414,True
ANF,0.006990384211838719,91,True
AON,0.008517010009197992,539,True
AOS,-0.0029939315513072863,668,False
APA,-0.0022690601790018895,1161,False
APD,0.007481124819198248,743,True
APH,0.00467689164821139,490,True
APO,-0.0021450315959033904,167,False
APP,-0.0016420526889644289,48,False
APTV,0.00709256513983853,768,True
ARE,-0.00021953818239347697,574,False
ARES,-0.0007012034608192409,60,False
ATI,0.0071769324238107396,119,True
ATO,0.003040957479769545,290,True
AVB,0.00281203206783539,651,True
AVGO,0.0106501507579127,267,True
AVY,0.006766194179012633,692,True
AWK,0.009441592424234995,547,True
AXON,0.0006227642953580461,137,True
AXP,0.007309369279110346,690,True
