universe,sharpe,sortino,net_return,max_drawdown,months_in_profit,months_count,months_in_profit_pct,avg_monthly_pnl,avg_daily_turnover,avg_gross_exposure,avg_net_exposure
full_pit_reconstructed,0.8910967497209032,1.0883348621086628,5.548931891727152,-0.40122092706181056,109,164,0.6646341463414634,0.012651466530660047,0.03054035163916187,1.0,1.0
todays_list_only_survivorship_biased,0.976774325556963,1.186447031265378,6.6469446247262445,-0.3871191280356068,111,164,0.676829268292683,0.013512049159699283,0.028956891182809405,1.0,1.0
