source_ticker,cumulative_contribution,active_days,profitable
A,0.005371704757226597,2396,True
AAL,7.116277470683946e-06,832,True
AAP,0.001876527700313848,972,True
AAPL,0.011468735206266437,2600,True
ABBV,0.006613824485995656,2514,True
ABNB,-0.0012977809296570752,253,False
ABT,0.003614057585242501,2596,True
ACGL,0.001356978771792766,522,True
ACN,0.005294087935785223,2497,True
ADBE,0.014022309686708371,2530,True
ADI,0.005412753259933996,2730,True
ADM,0.0057020469446926,2167,True
ADP,0.0056990382398026465,2821,True
ADSK,0.007827155802056769,2601,True
AEE,0.0036272687511879624,2727,True
AEP,0.005251509133996051,2524,True
AES,0.002723991827548398,1979,True
AET,0.004760385971692604,1381,True
AFL,0.006888960354251688,2761,True
AIG,0.0033943331297134976,2223,True
AIV,0.00315475109994428,1552,True
AIZ,0.005936039326191298,2518,True
AJG,0.007661665812528632,2084,True
AKAM,0.002261403770634509,2180,True
ALB,0.004804081809633276,1130,True
ALGN,0.0006035744604694608,1129,True
ALK,-0.0029275082464873857,745,False
ALL,0.005813609099112277,2688,True
ALLE,0.004151855926126822,2143,True
AMAT,0.019527707432562942,2612,True
AMCR,-0.0016147480710787519,881,False
AMD,0.01901620952492278,1827,True
AME,0.0030787894579045283,2281,True
AMG,-0.001353123840929122,445,False
AMGN,0.005905832197566988,2712,True
AMP,0.007987601107707996,2435,True
AMT,0.0009895264170550941,2276,True
AMZN,0.012977903808927112,2650,True
AN,-0.0012031300851429953,695,False
ANDV,0.0019063863672379251,1151,True
ANET,0.007871144940743128,1469,True
ANF,-0.0006781878747290946,165,False
AON,0.005694029898640654,2617,True
AOS,0.0005090814738258904,1199,True
APA,0.00019940495381328972,1572,True
APD,0.005071511352903571,2531,True
APH,0.010150643369299786,2944,True
APO,-0.0010407842095115707,75,False
APP,-9.841552522473631e-06,7,False
APTV,0.0009039230908817622,1943,True
ARE,0.0007020220045606863,1218,True
ARES,-0.0002487528247330296,4,False
ATI,-0.0011609833765000804,338,False
ATO,0.0013831835964145112,1249,True
AVB,0.0014828660771220746,2183,True
AVGO,0.013015463271466987,2501,True
AVY,0.005506192778069547,2397,True
AWK,0.0019473870398255962,1540,True
AXON,0.0030930333822491514,465,True
AXP,0.004855552786574844,2473,True
AYI,0.00010569438714169546,9,True
AZO,0.009278131773677827,2797,True
BA,0.005518811539391538,2145,True
BAC,0.0031201423592612976,2410,True
BALL,0.000186843944917206,514,True
BAX,0.002086044933589433,1821,True
BBBY,0.0009547952155626328,687,True
BBT,0.001039769994615884,1216,True
BBWI,-0.001813818567928057,247,False
BBY,0.004455945192634394,2280,True
BDX,0.0018388934686625012,2469,True
BEN,0.0031245509387662043,1920,True
BF-B,0.0021828732881505456,1773,True
BG,0.000349814413850167,387,True
BHF,9.913805848930639e-05,14,True
BIIB,0.000834788905375395,1829,True
BIO,-0.001113094749817334,298,False
BKNG,0.006827222389450588,2471,True
BKR,0.0015019460903427475,1178,True
