source_ticker,cumulative_contribution,active_days,profitable
A,0.0054497653904463615,897,True
AAL,0.02145632112009133,749,True
AAP,-0.004724154287334739,645,False
AAPL,0.017129657109261513,812,True
ABBV,0.012818914432395535,859,True
ABNB,-0.0009010401886823292,207,False
ABT,0.0043309505029498424,862,True
ACGL,3.649323578268768e-05,240,True
ACN,0.001363132670831671,882,True
ADBE,-0.0035320150717642615,920,False
ADI,0.00978950968101092,903,True
ADM,0.005412395768967073,890,True
ADP,0.006261152869264347,819,True
ADSK,0.007752449439360989,956,True
AEE,0.0037698225328324435,804,True
AEP,0.0011332174216479815,861,True
AES,0.008699984563438932,905,True
AET,0.009646642213971535,273,True
AFL,0.006019151008920754,793,True
AIG,0.00491926458199591,858,True
AIV,0.007442539152872643,477,True
AIZ,0.008995615185403141,882,True
AJG,0.008387300280213512,602,True
AKAM,0.008566370277351432,1022,True
ALB,0.006008708617138501,773,True
ALGN,-0.0031210158369658807,684,False
ALK,-0.0030186448758092116,576,False
ALL,0.007660872208565683,794,True
ALLE,0.005522215001020107,830,True
AMAT,0.00261384342642441,864,True
AMCR,0.0013935102145668891,550,True
AMD,0.005770391014423467,642,True
AME,0.004483971062049043,777,True
AMG,-0.0011066554558126459,504,False
AMGN,0.010924844829419068,974,True
AMP,0.0060070193173838325,876,True
AMT,0.010140616837248833,930,True
AMTM,-0.0017780502315426965,28,False
AMZN,0.011157352255647592,846,True
AN,-0.007119830700466834,350,False
ANDV,0.0050219294222046155,316,True
ANET,0.012333536444068023,516,True
ANF,0.0008782499242980657,54,True
AON,0.010106504964615529,828,True
AOS,0.004104071419288502,648,True
APA,-0.0022416191844119794,1091,False
APD,0.011441929200362319,850,True
APH,0.00771139856559034,727,True
APO,-0.001849146882944878,153,False
APP,-0.0037113230796077907,78,False
APTV,0.005640627006737753,955,True
ARE,0.004453656317715362,655,True
ARES,-0.0019513179952468601,58,False
ATI,0.0088397981185416,170,True
ATO,0.0013114268438985614,456,True
AVB,0.006438280077136535,841,True
AVGO,0.012581529894285275,633,True
AVY,0.0032021902969944513,907,True
AWK,0.004028296009441169,658,True
AXON,0.0009265918543024927,171,True
AXP,0.005861972142014354,898,True
AYI,-0.002992704491619599,205,False
AZO,0.006090622298557396,877,True
BA,0.0026950564127508824,934,True
BAC,0.0025805274388921735,892,True
BALL,0.0024017351635947483,377,True
BAX,0.006636000465129365,1066,True
BBBY,0.004739135845948665,359,True
BBT,0.0007548409815343896,409,True
BBWI,4.7761232794548184e-05,278,True
BBY,0.014642020709174723,973,True
BDX,0.006615784656408867,882,True
BEN,0.0025420983372555495,1091,True
BF-B,-0.0021232542097250045,977,False
BG,-6.835048111857046e-05,229,False
BHF,0.0004038073115798343,175,True
BIIB,0.003606411505368168,1067,True
BIO,0.004544586436685747,341,True
BKNG,-0.00043443648504599454,897,False
BKR,-0.0063169970239479395,500,False
BLDR,-0.0029589872474876655,245,False
BLK,0.0016237067946940017,903,True
BMS,0.0010952423394842421,119,True
BMY,0.004587436012500731,881,True
BR,-0.0006297135423115501,611,False
BRK-B,0.0007495299379649477,784,True
BRO,-0.0019707132338290002,372,False
BSX,0.008965535952629243,819,True
BWA,0.0015407350600883316,940,True
BX,-0.002344091522697085,193,False
BXP,0.0057282234227276465,936,True
C,0.009660861240048932,870,True
CAG,0.001438738005559215,1032,True
CAH,0.009067438449803806,902,True
CARR,0.004383403794408111,430,True
CASY,0.0015496030779053988,10,True
CAT,0.00030516407211894007,858,True
CB,0.008813313802993184,771,True
CBOE,0.010372265201118967,502,True
CBRE,0.001408984268595008,882,True
CCI,0.006843249715214589,1001,True
CCL,0.0011515079227637723,1046,True
CDNS,0.010691116104017313,550,True
CDW,0.002811363546537343,509,True
CE,-0.00791769332201943,479,False
CEG,0.003143685463954246,179,True
CF,0.021838304348113898,1013,True
CFG,0.004889884912073192,677,True
CHD,0.002043953154348343,700,True
CHRW,0.010414689955467491,952,True
CHTR,0.006000898398401271,773,True
CI,0.013841214003433982,869,True
CIEN,0.0016455602798877414,31,True
CINF,-0.023371763606063082,820,False
CL,0.007929837617975824,944,True
CLF,-0.014262127161579447,95,False
CLX,0.011139359750451489,988,True
CMCSA,0.007395085620732839,977,True
CME,0.004265680831017339,764,True
CMG,-0.004759448381166047,959,False
CMI,0.0056728758445470946,935,True
CMS,0.006649441076860653,811,True
CNC,0.01497425876944021,783,True
CNP,0.0034560883021074597,819,True
CNX,-0.010746044408311907,282,False
COF,0.00014390652492801202,911,True
COHR,-0.0002835105340320852,22,False
COIN,-0.0008354012104353394,125,False
COL,0.1668332520350069,311,True
COO,0.005734188612841842,700,True
COP,0.0057863859126711095,967,True
COR,-0.0011468051223898527,177,False
COST,0.002356166771786433,740,True
COTY,-0.005204276319877599,363,False
CPAY,0.00011465417737270041,178,True
CPB,0.009372889959915936,993,True
CPRI,-0.002436600779456557,327,False
CPRT,-0.0006529668106920889,608,False
CPT,0.0008329752737045555,356,True
CRH,-0.00105259258887577,61,False
CRL,-0.0046905858709635415,439,False
CRM,0.005148298071789461,930,True
CRWD,0.00013659157743008777,143,True
CSCO,0.00491382637939203,829,True
CSGP,0.0018066353837300048,327,True
CSRA,0.006087883659678913,125,True
CSX,0.00320106769081923,872,True
CTAS,0.0029091050536454205,637,True
CTSH,0.0076124734874573035,995,True
CTVA,0.009149145010663343,491,True
CVNA,-0.0005663251328585253,68,False
CVS,-0.0002268605147145682,896,False
CVX,0.0018597809405034088,933,True
CZR,-0.0028163241805067483,421,False
D,0.005381973393196476,869,True
DAL,-0.03577878155729037,967,False
DASH,0.0010679319705058897,99,True
DD,0.005284877674252528,804,True
DDOG,0.00357059953805928,62,True
DE,0.012473743306269615,816,True
DECK,0.0002795886502258521,205,True
DELL,0.0028228382333048505,99,True
DG,0.017680782595464812,936,True
DGX,0.0012625400761073604,836,True
DHI,0.0023916763309587215,970,True
DHR,0.005063271490515423,872,True
DIS,0.006624571254191015,956,True
DLR,0.014861612714678594,666,True
DLTR,-0.006928615913158345,946,False
DOC,0.001345490085493185,161,True
DOV,0.0010058593038353547,878,True
DOW,-0.0009933818247366368,269,False
DPZ,-0.0005117704156452293,508,False
DRI,0.014481920991167822,810,True
DTE,0.003268274570389053,806,True
DUK,0.0002279142227016011,863,True
DVA,0.005302171816471243,971,True
DVN,0.01044001650866901,1053,True
DXC,0.01897480443813496,682,True
DXCM,-0.0015066236702689201,470,False
EA,0.0136504514670638,798,True
EBAY,0.014107988346227934,928,True
ECHO,0.0003270618528398081,7,True
ECL,0.011132315699536655,864,True
ED,0.002793512265092496,938,True
EFX,-0.0011311472997548686,901,False
EG,0.003752550560473229,201,True
EIX,0.0024676602619550375,903,True
EL,0.013412226506409336,942,True
ELV,-0.0006955410828301224,314,False
EME,0.001151256303399953,43,True
